pal_id,world,x,y,time_of_day,level,is_boss
151:0,palpagos,-869956,-350029,day,,false
151:0,palpagos,-869660,-349770,day,,false
151:0,palpagos,-869393,-350071,day,,false
151:0,palpagos,-845310,-482240,day,,false
151:0,palpagos,-844680,-482400,day,,false
151:0,palpagos,-844480,-481620,day,,false
151:0,palpagos,-843850,-481770,day,,false
151:0,palpagos,-842434,-355685,day,,false
151:0,palpagos,-841730,-356000,day,,false
151:0,palpagos,-841025,-356305,day,,false
151:0,palpagos,-832595,-459722,day,,false
151:0,palpagos,-832046,-460070,day,,false
151:0,palpagos,-831614,-459390,day,,false
151:0,palpagos,-831062,-459728,day,,false
151:0,palpagos,-795582,-636902,day,,false
151:0,palpagos,-795190,-636930,day,,false
151:0,palpagos,-794517,-636559,day,,false
151:0,palpagos,-793001,-614608,day,,false
151:0,palpagos,-792633,-615032,day,,false
151:0,palpagos,-792479,-613878,day,,false
151:0,palpagos,-792199,-614672,day,,false
151:0,palpagos,-790492,-459288,day,,false
151:0,palpagos,-790160,-459060,day,,false
151:0,palpagos,-789774,-459728,day,,false
151:0,palpagos,-786893,-474680,day,,false
151:0,palpagos,-786565,-475748,day,,false
151:0,palpagos,-786421,-474593,day,,false
151:0,palpagos,-786134,-475384,day,,false
151:0,palpagos,-770538,-455212,day,,false
151:0,palpagos,-770232,-454138,day,,false
151:0,palpagos,-769978,-455142,day,,false
151:0,palpagos,-767841,-434776,day,,false
151:0,palpagos,-767602,-435868,day,,false
151:0,palpagos,-767364,-434729,day,,false
151:0,palpagos,-323419,431381,day,,false
151:0,palpagos,-323053,430844,day,,false
151:0,palpagos,-322501,430743,day,,false
151:0,palpagos,-322332,430407,day,,false
151:0,palpagos,-318761,414669,day,,false
151:0,palpagos,-318360,414010,day,,false
151:0,palpagos,-318034,414246,day,,false
151:0,palpagos,166249,223863,day,,false
151:0,palpagos,166629,223843,day,,false
151:0,palpagos,167060,223479,day,,false
151:0,palpagos,167788,223906,day,,false
151:0,palpagos,171876,225175,both,50,false
151:0,palpagos,173190,231832,day,,false
151:0,palpagos,173550,231990,day,,false
151:0,palpagos,173973,232631,day,,false
151:0,palpagos,178143,209748,both,50,false
151:0,palpagos,184680,226924,both,50,false
151:0,palpagos,186387,219044,day,,false
151:0,palpagos,186590,219380,day,,false
151:0,palpagos,186936,219174,day,,false
151:0,worldTree,432395,-738990,both,80,false
151:0,worldTree,440875,-705850,both,80,false
151:0,worldTree,481910,-728450,both,80,false
151:0,worldTree,484050,-616590,both,80,false
151:0,worldTree,501340,-553790,both,80,false
151:0,worldTree,504895,-634410,both,80,false
151:0,worldTree,505061,-544208,both,80,false
151:0,worldTree,507600,-534060,both,80,false
151:0,worldTree,507830,-739460,both,80,false
151:0,worldTree,511395,-588755,both,80,false
151:0,worldTree,519080,-684705,both,80,false
151:0,worldTree,522790,-546340,both,80,false
151:0,worldTree,530795,-714440,both,80,false
151:0,worldTree,539955,-583230,both,80,false
151:0,worldTree,562240,-739265,both,80,false
151:0,worldTree,563900,-594970,both,80,false
151:0,worldTree,584800,-629000,both,80,false
151:0,worldTree,599576,-591256,both,80,false
151:0,worldTree,613035,-603440,both,80,false
151:0,worldTree,622300,-711610,both,80,false
151:0,worldTree,622665,-753354,both,80,false
151:0,palpagos,262730,75740,both,55,true
134:1,palpagos,-58552,-141964,both,53,false
134:1,palpagos,-56752,-146823,both,53,false
134:1,palpagos,-56748,-138177,both,53,false
134:1,palpagos,-56302,-160482,both,53,false
134:1,palpagos,-55701,-165319,both,53,false
134:1,palpagos,-52807,-132235,both,53,false
134:1,palpagos,-52568,-156808,both,53,false
134:1,palpagos,-50704,-151062,both,53,false
134:1,palpagos,-50306,-147157,both,53,false
134:1,palpagos,-49692,-138816,both,53,false
134:1,palpagos,-49163,-88103,both,53,false
134:1,palpagos,-48702,-163768,both,53,false
134:1,palpagos,-48639,-153164,both,53,false
134:1,palpagos,-48136,-104221,both,53,false
134:1,palpagos,-47661,-157822,both,53,false
134:1,palpagos,-47068,-132828,both,53,false
134:1,palpagos,-47066,-169104,both,53,false
134:1,palpagos,-45951,-112511,both,53,false
134:1,palpagos,-45701,-136956,both,53,false
134:1,palpagos,-45421,-99248,both,53,false
134:1,palpagos,-45311,-117082,both,53,false
134:1,palpagos,-44158,-151784,both,53,false
134:1,palpagos,-43901,-141815,both,53,false
134:1,palpagos,-43868,-86965,both,53,false
134:1,palpagos,-43595,-129089,both,53,false
134:1,palpagos,-43519,-166168,both,53,false
134:1,palpagos,-42358,-156643,both,53,false
134:1,palpagos,-42085,-81324,both,53,false
134:1,palpagos,-40914,-133440,both,53,false
134:1,palpagos,-40866,-109277,both,53,false
134:1,palpagos,-40386,-98142,both,53,false
134:1,palpagos,-39420,-140435,both,53,false
134:1,palpagos,-39155,-137678,both,53,false
134:1,palpagos,-38859,-89538,both,53,false
134:1,palpagos,-36969,-147549,both,53,false
134:1,palpagos,-35987,-74072,both,53,false
134:1,palpagos,-35952,-151301,both,53,false
134:1,palpagos,-35937,-113780,both,53,false
134:1,palpagos,-35790,-78733,both,53,false
134:1,palpagos,-33887,-153403,both,53,false
134:1,palpagos,-32955,-82757,both,53,false
134:1,palpagos,-32596,-145350,both,53,false
134:1,palpagos,-32581,-66802,both,53,false
134:1,palpagos,-32137,-90984,both,53,false
134:1,palpagos,-31148,-163256,both,53,false
134:1,palpagos,-31122,-102135,both,53,false
134:1,palpagos,-30505,-110986,both,53,false
134:1,palpagos,-29633,-79560,both,53,false
134:1,palpagos,-29559,-153352,both,53,false
134:1,palpagos,-29161,-156260,both,53,false
134:1,palpagos,-28741,-160951,both,53,false
134:1,palpagos,-28588,-86195,both,53,false
134:1,palpagos,-28336,-72949,both,53,false
134:1,palpagos,-26223,-151239,both,53,false
134:1,palpagos,-25754,-90218,both,53,false
134:1,palpagos,-23649,-82391,both,53,false
134:1,palpagos,-19840,-74480,both,53,false
134:1,palpagos,-19681,-86858,both,53,false
134:1,palpagos,-17006,-78504,both,53,false
134:1,palpagos,-15088,-94733,both,53,false
134:1,palpagos,-13981,-70464,both,53,false
134:1,palpagos,-13573,-81619,both,53,false
134:1,palpagos,-12253,-98757,both,53,false
134:1,palpagos,-12121,-73789,both,53,false
134:1,palpagos,-10739,-85642,both,53,false
134:1,palpagos,-8689,-76904,both,53,false
134:1,palpagos,-6314,-86383,both,53,false
134:1,palpagos,-5854,-80928,both,53,false
134:1,palpagos,-5816,-94716,both,53,false
134:1,palpagos,-4579,-97929,both,53,false
134:1,palpagos,-931,-90001,both,53,false
134:1,palpagos,-540,-103271,both,53,false
134:1,worldTree,432395,-738990,both,80,false
134:1,worldTree,440875,-705850,both,80,false
134:1,worldTree,481910,-728450,both,80,false
134:1,worldTree,484050,-616590,both,80,false
134:1,worldTree,501340,-553790,both,80,false
134:1,worldTree,504895,-634410,both,80,false
134:1,worldTree,505061,-544208,both,80,false
134:1,worldTree,507600,-534060,both,80,false
134:1,worldTree,507830,-739460,both,80,false
134:1,worldTree,511395,-588755,both,80,false
134:1,worldTree,519080,-684705,both,80,false
134:1,worldTree,522790,-546340,both,80,false
134:1,worldTree,530795,-714440,both,80,false
134:1,worldTree,539955,-583230,both,80,false
134:1,worldTree,562240,-739265,both,80,false
134:1,worldTree,563900,-594970,both,80,false
134:1,worldTree,584800,-629000,both,80,false
134:1,worldTree,599576,-591256,both,80,false
134:1,worldTree,613035,-603440,both,80,false
134:1,worldTree,622300,-711610,both,80,false
134:1,worldTree,622665,-753354,both,80,false
134:1,palpagos,-147370,364010,both,38,true
123:0,palpagos,-112654,386362,both,31,false
123:0,palpagos,-104654,369311,both,31,false
123:0,palpagos,-82032,371395,both,31,false
123:0,palpagos,-57931,361836,both,31,false
123:0,palpagos,-48019,464677,both,31,false
123:0,palpagos,-37096,478239,both,31,false
123:0,palpagos,-32754,303192,both,31,false
123:0,palpagos,-27836,322443,both,31,false
123:0,palpagos,-24013,316392,both,31,false
123:0,palpagos,-19555,350906,both,31,false
123:0,palpagos,-15108,329430,both,31,false
123:0,palpagos,-13362,451886,both,31,false
123:0,palpagos,-10762,251320,both,31,false
123:0,palpagos,-6999,455470,both,31,false
123:0,palpagos,-5273,339273,both,31,false
123:0,palpagos,-1398,323867,both,31,false
123:0,palpagos,691,-66149,both,47,false
123:0,palpagos,2649,-156753,both,47,false
123:0,palpagos,3433,-90755,both,47,false
123:0,palpagos,6115,236600,both,31,false
123:0,palpagos,8607,246662,both,31,false
123:0,palpagos,9602,-84243,both,47,false
123:0,palpagos,11951,-79255,both,47,false
123:0,palpagos,13157,-161609,both,47,false
123:0,palpagos,15569,-155413,both,47,false
123:0,palpagos,17237,-98912,both,47,false
123:0,palpagos,18234,340398,both,31,false
123:0,palpagos,19770,379682,both,31,false
123:0,palpagos,21513,-116336,both,47,false
123:0,palpagos,22526,375303,both,31,false
123:0,palpagos,24709,344219,both,31,false
123:0,palpagos,26006,-121115,both,47,false
123:0,palpagos,26740,369499,both,31,false
123:0,palpagos,28528,338337,both,31,false
123:0,palpagos,29620,306920,both,31,false
123:0,palpagos,31691,275185,both,31,false
123:0,palpagos,33301,-115029,both,47,false
123:0,palpagos,35007,285238,both,31,false
123:0,palpagos,36620,-118320,both,47,false
123:0,palpagos,37823,335455,both,31,false
123:0,palpagos,39821,304802,both,31,false
123:0,palpagos,41466,370249,both,31,false
123:0,palpagos,43200,-112951,both,47,false
123:0,palpagos,45892,348764,both,31,false
123:0,palpagos,48734,299533,both,31,false
123:0,palpagos,51816,312162,both,31,false
123:0,palpagos,54423,320729,both,31,false
123:0,palpagos,57034,389899,both,31,false
123:0,palpagos,59201,431901,both,31,false
123:0,palpagos,60864,418716,both,31,false
123:0,palpagos,62423,390029,both,31,false
123:0,palpagos,65094,397581,both,31,false
123:0,palpagos,68849,391640,both,31,false
123:0,palpagos,75297,379416,both,31,false
123:0,palpagos,91927,380091,both,31,false
123:0,palpagos,110836,374969,both,31,false
123:0,palpagos,124343,294470,both,31,false
123:0,palpagos,128358,289039,both,31,false
123:0,palpagos,132254,379678,both,31,false
123:0,palpagos,136893,300955,both,31,false
123:0,palpagos,139875,408703,both,31,false
123:0,palpagos,142925,402299,both,31,false
123:0,palpagos,145410,314192,both,31,false
123:0,palpagos,150714,390021,both,31,false
123:0,palpagos,157275,378170,both,31,false
123:0,palpagos,162109,299910,both,31,false
123:0,palpagos,167477,319350,both,31,false
123:0,palpagos,170791,369698,both,31,false
123:0,palpagos,174736,306778,both,31,false
123:0,palpagos,178551,341949,both,31,false
123:0,palpagos,182929,319844,both,31,false
123:0,palpagos,190351,348768,both,31,false
83:0,palpagos,151554,465070,both,45,false
83:0,palpagos,151722,456591,both,45,false
83:0,palpagos,158425,465769,both,45,false
83:0,palpagos,158582,447822,both,45,false
83:0,palpagos,159034,455643,both,45,false
83:0,palpagos,159108,451833,both,45,false
83:0,palpagos,160458,459554,both,45,false
83:0,palpagos,165098,448934,both,45,false
83:0,palpagos,173363,452991,both,45,false
83:0,palpagos,177329,456457,both,45,false
83:0,palpagos,178414,448018,both,45,false
83:0,worldTree,432395,-738990,both,80,false
83:0,worldTree,440875,-705850,both,80,false
83:0,worldTree,481910,-728450,both,80,false
83:0,worldTree,484050,-616590,both,80,false
83:0,worldTree,501340,-553790,both,80,false
83:0,worldTree,504895,-634410,both,80,false
83:0,worldTree,505061,-544208,both,80,false
83:0,worldTree,507600,-534060,both,80,false
83:0,worldTree,507830,-739460,both,80,false
83:0,worldTree,511395,-588755,both,80,false
83:0,worldTree,519080,-684705,both,80,false
83:0,worldTree,522790,-546340,both,80,false
83:0,worldTree,530795,-714440,both,80,false
83:0,worldTree,539955,-583230,both,80,false
83:0,worldTree,562240,-739265,both,80,false
83:0,worldTree,563900,-594970,both,80,false
83:0,worldTree,584800,-629000,both,80,false
83:0,worldTree,599576,-591256,both,80,false
83:0,worldTree,613035,-603440,both,80,false
83:0,worldTree,622300,-711610,both,80,false
83:0,worldTree,622665,-753354,both,80,false
83:0,palpagos,-333940,39610,both,25,true
118:0,palpagos,-79852,-83605,both,47,false
118:0,palpagos,-79366,-79198,both,47,false
118:0,palpagos,-78895,-87678,both,47,false
118:0,palpagos,-75631,-95498,both,47,false
118:0,palpagos,-75487,-81712,both,47,false
118:0,palpagos,-74716,-66165,both,47,false
118:0,palpagos,-74325,-90591,both,47,false
118:0,palpagos,-73998,-71139,both,47,false
118:0,palpagos,-72351,-77501,both,47,false
118:0,palpagos,-70273,-68223,both,47,false
118:0,palpagos,-67898,-10645,both,47,false
118:0,palpagos,-67465,-241,both,47,false
118:0,palpagos,-67177,7850,both,47,false
118:0,palpagos,-66375,-72995,both,47,false
118:0,palpagos,-65766,-64357,both,47,false
118:0,palpagos,-64391,-69561,both,47,false
118:0,palpagos,-64058,-80825,both,47,false
118:0,palpagos,-64048,-54096,both,47,false
118:0,palpagos,-63624,4249,both,47,false
118:0,palpagos,-63079,-5007,both,47,false
118:0,palpagos,-62057,-14857,both,47,false
118:0,palpagos,-61457,-59775,both,47,false
118:0,palpagos,-60649,-9059,both,47,false
118:0,palpagos,-59372,-73064,both,47,false
118:0,palpagos,-56866,-56095,both,47,false
118:0,palpagos,-55022,-24253,both,47,false
118:0,palpagos,-54838,-61042,both,47,false
118:0,palpagos,-53677,-17853,both,47,false
118:0,palpagos,-53669,-41481,both,47,false
118:0,palpagos,-53066,-76243,both,47,false
118:0,palpagos,-52831,-12186,both,47,false
118:0,palpagos,-52439,-48315,both,47,false
118:0,palpagos,-51787,-71829,both,47,false
118:0,palpagos,-51014,-55669,both,47,false
118:0,palpagos,-49895,-29791,both,47,false
118:0,palpagos,-49671,-65456,both,47,false
118:0,palpagos,-48800,-17706,both,47,false
118:0,palpagos,-48248,-79602,both,47,false
118:0,palpagos,-47704,-34042,both,47,false
118:0,palpagos,-46863,-24946,both,47,false
118:0,palpagos,-46420,-40838,both,47,false
118:0,palpagos,-44261,-64997,both,47,false
118:0,palpagos,-44019,-52714,both,47,false
118:0,palpagos,-43431,-74099,both,47,false
118:0,palpagos,-42873,-14820,both,47,false
118:0,palpagos,-40280,-36862,both,47,false
118:0,palpagos,-40163,-44334,both,47,false
118:0,palpagos,-39536,-57520,both,47,false
118:0,palpagos,-39458,-49358,both,47,false
118:0,palpagos,-39354,-19523,both,47,false
118:0,palpagos,-38114,-66537,both,47,false
118:0,palpagos,-36941,-61698,both,47,false
118:0,palpagos,-35500,-52344,both,47,false
118:0,palpagos,-33581,-57753,both,47,false
118:0,palpagos,-32376,-42376,both,47,false
118:0,palpagos,-31658,-46787,both,47,false
118:0,palpagos,-28561,-50922,both,47,false
118:0,palpagos,-25509,-43865,both,47,false
118:0,palpagos,-20077,-50276,both,47,false
118:0,worldTree,458095,-694560,both,75,false
66:0,palpagos,-443911,196266,both,20,false
66:0,palpagos,-443788,168747,both,20,false
66:0,palpagos,-439179,172225,both,20,false
66:0,palpagos,-435097,178895,both,20,false
66:0,palpagos,-434952,191658,both,20,false
66:0,palpagos,-433442,173034,both,20,false
66:0,palpagos,-431931,164582,both,20,false
66:0,palpagos,-431007,171076,both,20,false
66:0,palpagos,-430037,185204,both,20,false
66:0,palpagos,-429590,177679,both,20,false
66:0,palpagos,-426116,168231,both,20,false
66:0,palpagos,-424355,185842,both,20,false
66:0,palpagos,-2284,-149676,night,55,false
66:0,palpagos,685,-147145,night,55,false
66:0,palpagos,1259,-141491,night,55,false
66:0,palpagos,5479,-149836,night,55,false
66:0,palpagos,6617,-141287,night,55,false
66:0,palpagos,6963,-137099,night,55,false
66:0,palpagos,7384,-131980,night,55,false
66:0,palpagos,7691,-145351,night,55,false
66:0,palpagos,10253,-134756,night,55,false
66:0,palpagos,10642,-127913,night,55,false
66:0,palpagos,11697,-130146,night,55,false
66:0,palpagos,11706,-142814,night,55,false
66:0,palpagos,12241,-124045,night,55,false
66:0,palpagos,14231,-136931,night,55,false
66:0,palpagos,14517,-133152,night,55,false
66:0,palpagos,14686,-120025,night,55,false
66:0,palpagos,16752,-129835,night,55,false
66:0,palpagos,17088,-125405,night,55,false
66:0,palpagos,17570,-122133,night,55,false
66:0,palpagos,17808,-118150,night,55,false
66:0,palpagos,-245459,149122,both,27,true
128:0,palpagos,-828727,-80108,both,,false
128:0,palpagos,-828487,-80524,both,,false
128:0,palpagos,-828078,-79572,both,,false
128:0,palpagos,-827862,-80348,both,,false
128:0,palpagos,-827458,-79387,both,,false
128:0,palpagos,-827218,-79803,both,,false
128:0,palpagos,-822066,-82014,both,,false
128:0,palpagos,-821752,-81173,both,,false
128:0,palpagos,-821720,-15179,both,,false
128:0,palpagos,-821670,-81940,both,,false
128:0,palpagos,-821650,-15655,both,,false
128:0,palpagos,-821579,-82703,both,,false
128:0,palpagos,-821274,-81866,both,,false
128:0,palpagos,-821158,-15231,both,,false
128:0,palpagos,-821120,-14671,both,,false
128:0,palpagos,-820805,-14465,both,,false
128:0,palpagos,-819879,-73404,both,,false
128:0,palpagos,-819439,-73624,both,,false
128:0,palpagos,-814576,-95303,both,,false
128:0,palpagos,-814209,-94994,both,,false
128:0,palpagos,-814099,-95359,both,,false
128:0,palpagos,-813763,-96069,both,,false
128:0,palpagos,-813568,-95540,both,,false
128:0,palpagos,-812620,-101535,both,,false
128:0,palpagos,-812270,-101205,both,,false
128:0,palpagos,-811990,-101695,both,,false
128:0,palpagos,-811790,-100915,both,,false
128:0,palpagos,-811160,-101545,both,,false
128:0,palpagos,-807905,-97770,both,,false
128:0,palpagos,-807905,-97290,both,,false
128:0,palpagos,-807275,-97930,both,,false
128:0,palpagos,-807175,-97540,both,,false
128:0,palpagos,-807075,-97150,both,,false
128:0,palpagos,-806852,-106227,both,,false
128:0,palpagos,-806795,-97640,both,,false
128:0,palpagos,-806718,-105453,both,,false
128:0,palpagos,-806492,-106547,both,,false
128:0,palpagos,-806445,-97300,both,,false
128:0,palpagos,-803331,27615,both,,false
128:0,palpagos,-803190,27784,both,,false
128:0,palpagos,-802994,27332,both,,false
128:0,palpagos,-791855,-52150,both,65,false
128:0,palpagos,-769790,-69965,both,65,false
128:0,palpagos,-766435,-58430,both,65,false
128:0,palpagos,-764580,-56960,both,65,false
128:0,palpagos,-764245,-23875,both,65,false
128:0,palpagos,-763213,-27412,both,,false
128:0,palpagos,-762950,-25976,both,,false
128:0,palpagos,-762740,-27496,both,,false
